# Darya core lexicon — expanded batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
340|البته|albatta|adverb|neutral|of course, certainly|البته که می‌آیم.|albatta ki mēāyam.|Of course I will come.||
341|بزرگ|buzurg|adjective|neutral|big, great|شهر بزرگ است.|shahr buzurg ast.|The city is big.||
342|چقدر|chiqadar|adverb|neutral|how much|چقدر پول داری؟|chiqadar pul dārī?|How much money do you have?||
343|حتی|hattā|adverb|neutral|even|حتی او هم آمد.|hattā ō ham āmad.|Even he came.||
344|خواهش|khāhish|noun|neutral|request|یک خواهش دارم.|yak khāhish dāram.|I have a request.||
345|دنبال|dunbāl|preposition|neutral|after, following|به دنبال من بیا.|ba dunbāl-i man biyā.|Follow me.||
346|اسم|ism|noun|neutral|name|اسم شما چیست؟|ism-i shumā chīst?|What is your name?||نام
347|بالا|bālā|adverb|neutral|up, above|به بالا نگاه کن.|ba bālā nigāh kun.|Look up.||
348|متاسفم|muta'assifam|interjection|neutral|I am sorry|متاسفم که ناوقت کردم.|muta'assifam ki nāwaqt kardam.|I am sorry that I am late.||
349|زنگ|zang|noun|neutral|bell, ring|زنگ مکتب زده شد.|zang-i maktab zada shud.|The school bell rang.||
350|زنده|zinda|adjective|neutral|alive|او زنده است.|ō zinda ast.|He is alive.||
351|لعنتی|lanatī|adjective|spoken|damn, cursed|این کار لعنتی است.|īn kār-i lanatī ast.|This is a damn job.||
352|عزیزم|azīzam|noun|neutral|my dear|سلام عزیزم.|salām azīzam.|Hello my dear.||
353|اول|awwal|adjective|neutral|first|صنف اول کجاست؟|sinf-i awwal kujāst?|Where is the first grade?||
354|مامان|māmān|noun|spoken|mom|مامان کجاست؟|māmān kujāst?|Where is mom?||
355|کنار|kinār|preposition|neutral|beside, next to|کنار من بنشین.|kinār-i man binishīn.|Sit next to me.||
356|زود|zūd|adverb|neutral|early, quickly|زود برو.|zūd biraw.|Go quickly.||
357|بهتر|bihtar|adjective|neutral|better|این بهتر است.|īn bihtar ast.|This is better.||
358|زمان|zamān|noun|neutral|time|زمان ندارم.|zamān nadāram.|I don't have time.||وقت
359|اتفاق|ittifāq|noun|neutral|event, occurrence|چه اتفاقی افتاده؟|chi ittifāqē uftāda?|What has happened?||
360|کوچک|kōchak|adjective|neutral|small|این طفل کوچک است.|īn tifl kōchak ast.|This child is small.||
361|جدید|jadīd|adjective|neutral|new|سال جدید مبارک.|sāl-i jadīd mubārak.|Happy New Year.||
362|زیبا|zēbā|adjective|neutral|beautiful|گل‌های زیبا دیدم.|gul-hā-yi zēbā dīdam.|I saw beautiful flowers.||مقبول
363|برخاستن|barkhāstan|verb|formal|to rise, to get up|از خواب برخاست.|az khāb barkhāst.|He rose from sleep.||خیز
364|خندیدن|khandīdan|verb|neutral|to laugh|بلند خندید.|buland khandīd.|He laughed loudly.||خند
365|گریستن|girīstan|verb|formal|to cry|طفل می‌گرید.|tifl mēgiryad.|The baby cries.||گریه کردن,گری
366|ترسیدن|tarsīdan|verb|neutral|to fear|از سگ نترس.|az sag natars.|Don't fear the dog.||ترس
367|پرسیدن|pursīdan|verb|neutral|to ask|از معلم بپرس.|az mu'allim bipurs.|Ask the teacher.||پرس
368|فروختن|furōkhtan|verb|neutral|to sell|موتر را فروخت.|mōtar rā furōkht.|He sold the car.||فروش
369|گذاشتن|guzāshtan|verb|neutral|to let, to place|او را بگذار.|ō rā bugzār.|Let him be.||گذار
370|رسیدن|rasīdan|verb|neutral|to arrive|به خانه رسیدم.|ba khāna rasīdam.|I arrived home.||رس
371|سوختن|sōkhtan|verb|neutral|to burn|چوب می‌سوزد.|chōb mēsōzad.|The wood burns.||سوز
372|انداختن|andākhtan|verb|neutral|to throw|سنگ را نینداز.|sang rā nayandāz.|Don't throw the stone.||انداز
373|بستن|bastan|verb|neutral|to close|دروازه را ببند.|darwāza rā biband.|Close the door.||بند
374|شکستن|shikastan|verb|neutral|to break|پیاله شکست.|pyāla shikast.|The cup broke.||شکن
375|ساختن|sākhtan|verb|neutral|to make, to build|خانه ساختیم.|khāna sākhtēm.|We built a house.||ساز
376|دویدن|dawīdan|verb|neutral|to run|او زود می‌دود.|ō zūd mēdawad.|He runs fast.||دو
377|فرستادن|firistādan|verb|neutral|to send|نامه را فرستادم.|nāma rā firistādam.|I sent the letter.||فرست
378|پریدن|parīdan|verb|neutral|to jump|طفل می‌پرد.|tifl mēparad.|The child jumps.||پر
379|شناختن|shinākhtan|verb|neutral|to recognize, to know|او را می‌شناسم.|ō rā mēshināsam.|I know him.||شناس
380|گشتن|gashtan|verb|neutral|to turn, to stroll|در شهر گشتم.|dar shahr gashtam.|I strolled in the city.||گرد
381|شستن|shustan|verb|neutral|to wash|دستت را بشوی.|dastat rā bishōy.|Wash your hand.||شوی
382|یافتن|yāftan|verb|neutral|to find|کار یافتم.|kār yāftam.|I found a job.||یاب,پیدا کردن
383|آموختن|āmōkhtan|verb|neutral|to learn, to teach|دری می‌آموزم.|darī mēāmōzam.|I am learning Dari.||آموز,یاد گرفتن
384|پذیرفتن|pazīruftan|verb|neutral|to accept|دعوت را پذیرفتم.|dawat rā pazīruftam.|I accepted the invitation.||پذیر,قبول کردن
385|پختن|pukhtan|verb|neutral|to cook|نان می‌پزم.|nān mēpazam.|I am baking bread.||پز
386|سنجیدن|sanjīdan|verb|neutral|to weigh, to consider|خوب بسنج.|khōb bisanj.|Consider it well.||سنج
387|بخشیدن|bakhshīdan|verb|neutral|to forgive, to give|مرا ببخش.|marā bibakhsh.|Forgive me.||بخش
388|کشتن|kushtan|verb|neutral|to kill|او را کشتند.|ō rā kushtand.|They killed him.||کش
389|گشودن|gushōdan|verb|formal|to open|در را گشود.|dar rā gushōd.|He opened the door.||گشا,باز کردن
390|لرزیدن|larzīdan|verb|neutral|to shiver, to tremble|از خنک می‌لرزم.|az khunak mēlarzam.|I shiver from the cold.||لرز
391|ارزیدن|arzīdan|verb|neutral|to be worth|این کار می‌ارزد.|īn kār mēarzad.|This job is worth it.||ارز
392|پوسیدن|pōsīdan|verb|neutral|to rot|سیب پوسید.|sēb pōsīd.|The apple rotted.||پوس
393|دزدیدن|duzdīdan|verb|neutral|to steal|پول را دزدید.|pul rā duzdīd.|He stole the money.||دزد
394|رنجیدن|ranjīdan|verb|neutral|to be offended|از من نرنج.|az man naranj.|Don't be offended by me.||رنج
395|بافتن|bāftan|verb|neutral|to weave, to knit|قالین می‌بافد.|qālīn mēbāfad.|She weaves carpets.||باف
396|روبیدن|rōbīdan|verb|neutral|to sweep|خانه را بروب.|khāna rā birōb.|Sweep the house.||روب
397|آزمودن|āzmōdan|verb|formal|to test, to try|او را آزمودم.|ō rā āzmōdam.|I tested him.||آزمای,امتحان کردن
398|افزودن|afzōdan|verb|formal|to add|نمک بیفزا.|namak biyafzā.|Add salt.||افزای,اضافه کردن
399|کاستن|kāstan|verb|formal|to decrease|از پول کاست.|az pul kāst.|The money decreased.||کاه,کم کردن
400|رستن|rastan|verb|formal|to escape, to be saved|از خطر رست.|az khatar rast.|He escaped danger.||ره,نجات یافتن
401|شتافتن|shitāftan|verb|formal|to hurry|به مکتب شتافت.|ba maktab shitāft.|He hurried to school.||شتاب,عجله کردن
402|جستن|justan|verb|neutral|to seek, to search|کار می‌جوید.|kār mējōyad.|He seeks a job.||جوی,پالیدن
403|گداختن|gudākhtan|verb|formal|to melt|یخ گداخت.|yakh gudākht.|The ice melted.||گداز,آب شدن
404|رهاندن|rahāndan|verb|formal|to rescue|او را رهاندم.|ō rā rahāndam.|I rescued him.||رهان
405|شایستن|shāyistan|verb|formal|to be worthy|این کار نشاید.|īn kār nashāyad.|This is not fitting.||شای
406|کاشتن|kāshtan|verb|neutral|to plant|نهال کاشت.|nahāl kāsht.|He planted a sapling.||کار
407|گماشتن|gumāshtan|verb|formal|to appoint|او را گماشتند.|ō rā gumāshtand.|They appointed him.||گمار,مقرر کردن
408|آشامیدن|āshāmīdan|verb|formal|to drink|آب آشامید.|āb āshāmīd.|He drank water.||آشام,نوشیدن
409|خراشیدن|kharāshīdan|verb|neutral|to scratch|دست خود را خراشید.|dast-i khud rā kharāshīd.|He scratched his hand.||خراش
410|خروشیدن|khurōshīdan|verb|formal|to roar, to shout|مردم خروشیدند.|mardum khurōshīdand.|The people roared.||خروش
411|کوشیدن|kōshīdan|verb|neutral|to try, to strive|برای کار می‌کوشم.|barā-yi kār mēkōsham.|I strive for work.||کوش,کوشش کردن
412|رخشیدن|rakhshīdan|verb|formal|to shine|ستاره می‌رخشد.|sitāra mērakhshad.|The star shines.||رخش,درخشیدن
413|لغزیدن|laghzīdan|verb|neutral|to slip|پایم لغزید.|pāyam laghzīd.|My foot slipped.||لغز,ختا خوردن
414|نالیدن|nālīdan|verb|neutral|to groan, to complain|مریض می‌نالد.|marīz mēnālad.|The patient groans.||نال
415|بالیدن|bālīdan|verb|formal|to boast, to grow|به خود می‌بالد.|ba khud mēbālad.|He boasts about himself.||بال,افتخار کردن
416|پژمردن|pazhmurdan|verb|neutral|to wither|گل پژمرد.|gul pazhmurd.|The flower withered.||پژمر
417|آزردن|āzurdan|verb|formal|to hurt, to annoy|مرا آزرد.|marā āzurd.|He hurt me.||آزار,خفه کردن
418|شمردن|shumurdan|verb|neutral|to count|پول را بشمار.|pul rā bishmār.|Count the money.||شمار,حساب کردن
419|سپردن|sipurdan|verb|neutral|to entrust|کار را به تو سپردم.|kār rā ba tu sipurdam.|I entrusted the work to you.||سپر,تسلیم کردن
420|افشردن|afshurdan|verb|formal|to press, to squeeze|آب لیمو را افشرد.|āb-i lēmō rā afshurd.|He squeezed the lemon juice.||افشر,فشار دادن
421|نمودن|numōdan|verb|formal|to show, to do|کاری نمود.|kārē numōd.|He did a task.||نمای,نشان دادن
422|سرودن|surōdan|verb|neutral|to sing (poetry), to compose|شعر می‌سراید.|shir mēsurāyad.|He composes poetry.||سرای
423|ستودن|sitōdan|verb|formal|to praise|خدا را ستودند.|khudā rā sitōdand.|They praised God.||ستای,صفت کردن
424|ربودن|rubōdan|verb|neutral|to snatch, to steal|بکس را ربود.|baks rā rubōd.|He snatched the bag.||ربای,دزدیدن
425|پیمودن|paymōdan|verb|formal|to traverse, to measure|راه را پیمود.|rāh rā paymōd.|He traversed the path.||پیمای,طی کردن
426|خواباندن|khābāndan|verb|neutral|to make sleep|طفل را بخوابان.|tifl rā bikhābān.|Put the baby to sleep.||خوابان
427|رساندن|rasāndan|verb|neutral|to cause to arrive, to deliver|نامه را برسان.|nāma rā birasān.|Deliver the letter.||رسان
428|ترساندن|tarsāndan|verb|neutral|to frighten|مرا نترسان.|marā natarsān.|Don't frighten me.||ترسان
429|سوزاندن|sōzāndan|verb|neutral|to burn (transitive)|کاغذ را سوزاند.|kāghaz rā sōzānd.|He burned the paper.||سوزان
430|لرزاندن|larzāndan|verb|neutral|to cause to tremble|سرما مرا لرزاند.|sarmā marā larzānd.|The cold made me tremble.||لرزان
431|پوشاندن|pōshāndan|verb|neutral|to clothe, to cover|طفل را بپوشان.|tifl rā bipōshān.|Clothe the child.||پوشان
432|خنداندن|khandāndan|verb|neutral|to make laugh|مرا خنداندی.|marā khandāndī.|You made me laugh.||خندان
433|چشیدن|chashīdan|verb|neutral|to taste|غذا را بچش.|ghazā rā bichash.|Taste the food.||چش
434|کاویدن|kāwīdan|verb|formal|to dig, to search|زمین را کاوید.|zamīn rā kāwīd.|He dug the ground.||کاو,کندن
435|پراکندن|parākandan|verb|formal|to scatter|تخم پراکندند.|tukhm parākandand.|They scattered seeds.||پراکن,پاش دادن
436|افکندن|afkandan|verb|formal|to throw, to cast|سنگ افکند.|sang afkand.|He threw a stone.||افکن,انداختن
437|گنجیدن|gunjīdan|verb|neutral|to fit (in)|در بکس نمی‌گنجد.|dar baks namēgunjad.|It doesn't fit in the bag.||گنج,جای شدن
438|وزیدن|wazīdan|verb|neutral|to blow (wind)|باد می‌وزد.|bād mēwazad.|The wind blows.||وز
439|خزیدن|khazīdan|verb|neutral|to crawl|مار می‌خزد.|mār mēkhazad.|The snake crawls.||خز
440|دریدن|darīdan|verb|formal|to tear|کاغذ را درید.|kāghaz rā darīd.|He tore the paper.||در,پاره کردن
441|دمیدن|damīdan|verb|formal|to blow, to breathe into|در نی می‌دمد.|dar nay mēdamad.|He blows into the reed.||دم,پف کردن
442|رهیدن|rahīdan|verb|formal|to escape|از خطر رهید.|az khatar rahīd.|He escaped danger.||ره,نجات یافتن
443|گزیدن|gazīdan|verb|neutral|to bite, to sting|سگ او را گزید.|sag ō rā gazīd.|The dog bit him.||گز
444|نازیدن|nāzīdan|verb|formal|to boast, to be proud|به خود می‌نازد.|ba khud mēnāzad.|He is proud of himself.||ناز,افتخار کردن
445|غریدن|ghurrīdan|verb|neutral|to roar|شیر غرید.|shēr ghurrīd.|The lion roared.||غر
446|گرویدن|girawīdan|verb|formal|to convert, to become inclined|به او گرویدند.|ba ō girawīdand.|They inclined towards him.||گرو
447|هراسیدن|harāsīdan|verb|formal|to fear|از جنگ نهراسید.|az jang naharāsīd.|Do not fear war.||هراس,ترسیدن
448|چریدن|charīdan|verb|neutral|to graze|گوسفند می‌چرد.|gōsfand mēcharad.|The sheep grazes.||چر
449|شوریدن|shōrīdan|verb|formal|to rebel, to be agitated|مردم شوریدند.|mardum shōrīdand.|The people rebelled.||شور,بغاوت کردن
450|مالیدن|mālīdan|verb|neutral|to rub|چشم خود را مالید.|chashm-i khud rā mālīd.|He rubbed his eye.||مال
451|تراشیدن|tarāshīdan|verb|neutral|to shave, to scrape|ریش خود را تراشید.|rēsh-i khud rā tarāshīd.|He shaved his beard.||تراش,کل کردن
452|خلیدن|khalīdan|verb|formal|to prick, to pierce|خار در پایم خلید.|khār dar pāyam khalīd.|A thorn pricked my foot.||خل,زده شدن
453|تپیدن|tapīdan|verb|neutral|to palpitate, to flutter|قلبم می‌تپد.|qulbam mētapad.|My heart palpitates.||تپ
454|چسبیدن|chasbīdan|verb|neutral|to stick, to adhere|کاغذ چسبید.|kāghaz chasbīd.|The paper stuck.||چسب
455|نامیدن|nāmīdan|verb|formal|to name|او را احمد نامیدند.|ō rā ahmad nāmīdand.|They named him Ahmad.||نام
456|بوسیدن|bōsīdan|verb|neutral|to kiss|دستش را بوسید.|dastash rā bōsīd.|He kissed his hand.||بوس,ماچ کردن
457|پژوهیدن|pazhōhīdan|verb|formal|to research|در این باره پژوهید.|dar īn bāra pazhōhīd.|He researched this.||پژوه,تحقیق کردن
458|نکوهیدن|nikōhīdan|verb|formal|to blame, to censure|او را نکوهیدند.|ō rā nikōhīdand.|They blamed him.||نکوه,سرزنش کردن
459|شکافتن|shikāftan|verb|neutral|to split|چوب را شکافت.|chōb rā shikāft.|He split the wood.||شکاف
460|تافتن|tāftan|verb|formal|to twist, to shine|روی تافت.|rōy tāft.|He turned away.||تاب,دور دادن
461|شگافتن|shigāftan|verb|formal|to cleave|زمین را شگافت.|zamīn rā shigāft.|He cleft the ground.||شگاف,شکافتن
462|خفتن|khuftan|verb|formal|to sleep|او خفت.|ō khuft.|He slept.||خسب,خوابیدن
463|نهفتن|nihuftan|verb|formal|to hide|راز را نهفت.|rāz rā nihuft.|He hid the secret.||نهنب,پنهان کردن
464|سفتن|suftan|verb|formal|to bore, to pierce|مروارید سفت.|murwārīd suft.|He bored the pearl.||سنب,سوراخ کردن
465|آشفتن|āshuftan|verb|formal|to disturb|حالش آشفت.|hālash āshuft.|His condition was disturbed.||آشوب,پریشان شدن
466|شکفتن|shikuftan|verb|formal|to blossom|گل شکفت.|gul shikuft.|The flower blossomed.||شکف,باز شدن
467|شنفتن|shinuftan|verb|spoken|to hear|آواز شنفتم.|āwāz shinuftam.|I heard a sound.||شنو,شنیدن
468|دوختن|dōkhtan|verb|neutral|to sew|لباس دوخت.|libās dōkht.|He sewed clothes.||دوز
469|اندوختن|andōkhtan|verb|formal|to amass|مال اندوخت.|māl andōkht.|He amassed wealth.||اندوز,جمع کردن
470|افروختن|afrōkhtan|verb|formal|to kindle|آتش افروخت.|ātash afrōkht.|He kindled a fire.||افروز,روشن کردن
471|تاختن|tākhtan|verb|formal|to gallop, to attack|اسپ تاخت.|asp tākht.|He galloped the horse.||تاز,حمله کردن
472|پرداختن|pardākhtan|verb|neutral|to pay, to engage|پول پرداخت.|pul pardākht.|He paid the money.||پرداز,تحویل دادن
473|نواختن|nawākhtan|verb|neutral|to play (music), to caress|ساز نواخت.|sāz nawākht.|He played an instrument.||نواز,زدن
474|باختن|bākhtan|verb|neutral|to lose (game/money)|در بازی باخت.|dar bāzī bākht.|He lost in the game.||باز
475|گریختن|gurēkhtan|verb|neutral|to flee|دزد گریخت.|duzd gurēkht.|The thief fled.||گریز,فرار کردن
476|آویختن|āwēkhtan|verb|neutral|to hang|لباس را آویخت.|libās rā āwēkht.|He hung the clothes.||آویز,آویزان کردن
477|انگیختن|angēkhtan|verb|formal|to rouse|فتنه انگیخت.|fitna angēkht.|He roused a rebellion.||انگیز,برپا کردن
478|بیختن|bēkhtan|verb|formal|to sift|آرد را بیخت.|ārd rā bēkht.|He sifted the flour.||بیز,غربال کردن
479|ریختن|rēkhtan|verb|neutral|to pour|آب ریخت.|āb rēkht.|He poured water.||ریز,چپه کردن
480|سگ|sag|noun|neutral|dog|سگ وفادار است.|sag wafādār ast.|The dog is loyal.||
481|پشک|pishak|noun|neutral|cat|پشک شیر می‌خورد.|pishak shīr mēkhurad.|The cat drinks milk.||dari-specific
482|اسپ|asp|noun|neutral|horse|اسپ تند می‌دود.|asp tund mēdawad.|The horse runs fast.||
483|گاو|gāw|noun|neutral|cow|گاو شیر می‌دهد.|gāw shīr mēdihad.|The cow gives milk.||
484|گوسفند|gōsfand|noun|neutral|sheep|گوسفند می‌چرد.|gōsfand mēcharad.|The sheep grazes.||
485|مرغ|murgh|noun|neutral|chicken, bird|مرغ تخم می‌دهد.|murgh tukhm mēdihad.|The chicken gives eggs.||
486|ماهی|māhī|noun|neutral|fish|ماهی در آب است.|māhī dar āb ast.|The fish is in the water.||
487|برگ|barg|noun|neutral|leaf|برگ درخت زرد شد.|barg-i dirakht zard shud.|The tree leaf turned yellow.||
488|مهتاب|mahtāb|noun|neutral|moon|مهتاب روشن است.|mahtāb rōshan ast.|The moon is bright.||
489|سنگ|sang|noun|neutral|stone|این سنگ سنگین است.|īn sang sangīn ast.|This stone is heavy.||
490|خاک|khāk|noun|neutral|soil, dirt|خاک مرطوب است.|khāk martūb ast.|The soil is moist.||
491|آتش|ātash|noun|neutral|fire|آتش گرم است.|ātash garm ast.|The fire is hot.||
492|باد|bād|noun|neutral|wind|باد می‌وزد.|bād mēwazad.|The wind is blowing.||
493|تیرماه|tērmāh|noun|neutral|autumn|تیرماه برگ‌ها زرد می‌شوند.|tērmāh barg-hā zard mēshawand.|In autumn leaves turn yellow.||dari-specific
494|مو|mō|noun|neutral|hair|موی او دراز است.|mō-yi ō dirāz ast.|Her hair is long.||موی
495|خون|khūn|noun|neutral|blood|خون سرخ است.|khūn surkh ast.|Blood is red.||
496|عشق|ishq|noun|neutral|love|عشق کور است.|ishq kōr ast.|Love is blind.||
497|سنگین|sangīn|adjective|neutral|heavy|بکس سنگین است.|baks sangīn ast.|The bag is heavy.||
498|شانه|shāna|noun|neutral|shoulder, comb|شانه ام درد میکند.|shāna-am dard mēkunad.|My shoulder hurts.||
499|دندان|dandān|noun|neutral|tooth|دندان سفید است.|dandān safēd ast.|The tooth is white.||
500|بینی|bīnī|noun|neutral|nose|بینی او بزرگ است.|bīnī-yi ō buzurg ast.|His nose is big.||
